incident_id,date,time,year,month,hour,day_of_week,area,locality,street_name,zone,location_type,latitude,longitude,incident_type,incident_sub_type,severity,status,department,response_time_minutes,people_involved,victim_count,injuries,damage_cost,report_source,lighting_condition,cctv_available,premises_status,weather_condition,offender_captured
1005,2024-03-06,09:50:00,2024,3,9,Wednesday,Shadnagar,Village Area,South,South,Village Area,17.310554,78.394713,Crime,Theft,High,Resolved,Police,31,25,2,1,59800,Police,No Streetlights,No,Open,Clear,No
1006,2024-03-17,21:05:00,2024,3,21,Sunday,Hayathnagar,School Street,East,East,School,17.383071,78.531768,Crime,Fire Alert,Critical,In Progress,Police,49,23,10,0,138673,Family,Well-lit,No,Open,Clear,Yes
1007,2024-03-28,12:20:00,2024,3,12,Friday,Chevella,Agricultural Road,South,South,Commercial,17.315048,78.421745,Crime,Theft,Low,Resolved,Police,12,32,19,5,70956,Neighbor,No Streetlights,No,Open,Clear,No
1008,2024-04-08,03:35:00,2024,4,3,Saturday,Madhapur,Road No 36,West,West,Commercial,17.46343,78.38016,Fire,Flood,High,In Progress,Fire Department,60,43,8,7,188745,Citizen,No Streetlights,Yes,Open,Hot,No
1009,2024-04-19,18:50:00,2024,4,18,Tuesday,Gachibowli,Lake View Road,West,West,Residential,17.445181,78.347669,Accident,Fire Alert,High,Open,Traffic Police,38,11,4,0,117450,Neighbor,Well-lit,Yes,Open,Hot,Yes
1010,2024-04-30,10:05:00,2024,4,10,Saturday,Secunderabad,Railway Station Road,North,North,Residential,17.434777,78.484575,Fire,Fire Alert,Critical,Open,Fire Department,42,18,8,1,167360,Citizen,No Streetlights,No,Open,Heavy Rain,No
1011,2024-05-11,01:20:00,2024,5,1,Wednesday,Banjara Hills,Road No 12,Central,Central,Residential,17.41894,78.473304,Accident,Noise Complaint,Critical,Open,Traffic Police,52,35,19,6,136509,Police,Dim,Yes,Open,Heavy Rain,No
1012,2024-05-22,16:35:00,2024,5,16,Sunday,Jubilee Hills,Metro Road,Central,Central,Residential,17.435931,78.475188,Fire,Heart Attack,Critical,In Progress,Fire Department,49,48,9,9,54241,Neighbor,Daylight,No,Open,Heavy Rain,Yes
1013,2024-06-02,07:50:00,2024,6,7,Saturday,Miyapur,Industrial Road,West,North,Industrial Area,17.505651,78.377431,Accident,Flood,High,In Progress,Traffic Police,45,28,19,19,59892,Driver,Daylight,No,Open,Rain,No
1014,2024-06-13,21:05:00,2024,6,21,Friday,Uppal,Market Road,East,East,Residential,17.407362,78.564515,Crime,Car Accident,Critical,Open,Police,52,12,0,0,108397,Police,Dim,No,Open,Cloudy,Yes
1015,2024-06-24,12:20:00,2024,6,12,Sunday,Charminar,Old City Lane,South,South,Commercial,17.359376,78.485342,Accident,Noise Complaint,Critical,Open,Traffic Police,60,44,18,9,167797,Family,Dim,No,Open,Rain,No
1016,2024-07-05,03:35:00,2024,7,3,Tuesday,Kukatpally,School Street,North,Central,School,17.498808,78.402786,Disaster,Flood,Critical,Open,Disaster Management,56,41,17,16,170841,Driver,Daylight,No,Open,Heavy Rain,Yes
1017,2024-07-16,18:50:00,2024,7,18,Sunday,Ameerpet,Hospital Road,Central,Central,Hospital,17.446879,78.442737,Public Complaint,Theft,Medium,Open,GHMC,42,3,0,0,177102,Neighbor,Daylight,No,Open,Fog,No
1018,2024-07-27,10:05:00,2024,7,10,Saturday,LB Nagar,Metro Road,East,East,Commercial,17.336292,78.541095,Medical Emergency,Heart Attack,Medium,Open,Ambulance,16,26,8,8,91609,Family,Well-lit,No,Open,Fog,Yes
1019,2024-08-07,23:20:00,2024,8,23,Wednesday,Nampally,Main Road,Central,Central,Commercial,17.396624,78.494941,Medical Emergency,Flood,Medium,Open,Ambulance,18,9,8,6,9162,Driver,Daylight,Yes,Open,Fog,No
1020,2024-08-18,12:35:00,2024,8,12,Tuesday,Tolichowki,Residential Area,South,South,Commercial,17.399134,78.419476,Disaster,Fire Alert,Low,Open,Disaster Management,33,2,1,1,100975,Neighbor,Daylight,No,Open,Clear,Yes
1021,2024-08-29,03:50:00,2024,8,3,Friday,Hitech City,IT Park Road,West,West,Public Park,17.4563,78.364916,Public Complaint,Theft,Critical,In Progress,GHMC,43,16,14,12,181783,Neighbor,Well-lit,No,Open,Rain,No
1022,2024-09-09,19:05:00,2024,9,19,Wednesday,Medchal,Highway Road,North,North,Commercial,17.572765,78.478273,Public Complaint,Noise Complaint,Medium,Resolved,GHMC,49,1,1,1,95983,Driver,Daylight,Yes,Open,Hot,Yes
1023,2024-09-20,10:20:00,2024,9,10,Monday,Begumpet,Metro Road,North,Central,Commercial,17.452755,78.480282,Crime,Theft,Medium,Open,Police,9,49,13,8,180575,Anonymous,Well-lit,Yes,Open,Heavy Rain,No
1024,2024-10-01,01:35:00,2024,10,1,Friday,Shamshabad,Airport Road,South,South,Commercial,17.336481,78.441627,Fire,Car Accident,Low,Open,Fire Department,50,24,9,4,137376,Driver,No Streetlights,Yes,Open,Fog,No
1025,2024-10-12,16:50:00,2024,10,16,Saturday,Patancheru,Industrial Road,North,North,Industrial Area,17.532634,78.407733,Disaster,Theft,Low,In Progress,Disaster Management,30,25,19,6,191352,Family,Daylight,Yes,Open,Heavy Rain,Yes
1026,2024-10-23,08:05:00,2024,10,8,Saturday,Shadnagar,Village Area,South,South,Village Area,17.299901,78.403643,Public Complaint,Heart Attack,Medium,Resolved,GHMC,32,37,2,0,181606,Anonymous,Well-lit,Yes,Open,Heavy Rain,No
1027,2024-11-03,21:20:00,2024,11,21,Thursday,Hayathnagar,School Street,East,East,School,17.393816,78.517801,Medical Emergency,Noise Complaint,Low,In Progress,Ambulance,44,10,3,3,146507,Driver,Well-lit,Yes,Open,Cloudy,Yes
1028,2024-11-14,10:35:00,2024,11,10,Thursday,Chevella,Agricultural Road,South,South,Residential,17.304553,78.418071,Crime,Noise Complaint,High,In Progress,Police,30,39,9,8,112237,Anonymous,Daylight,No,Open,Clear,Yes
1029,2024-11-25,15:50:00,2024,11,15,Friday,Madhapur,Road No 36,West,West,Commercial,17.434691,78.392789,Accident,Fire Alert,High,Resolved,Traffic Police,45,10,7,6,26376,Anonymous,Daylight,No,Open,Cloudy,Yes
1030,2024-12-06,04:05:00,2024,12,4,Tuesday,Gachibowli,Lake View Road,West,West,Commercial,17.44255,78.357944,Crime,Flood,Critical,Resolved,Police,53,21,17,1,28353,Citizen,No Streetlights,Yes,Open,Heavy Rain,Yes
1031,2024-12-17,17:20:00,2024,12,17,Wednesday,Secunderabad,Railway Station Road,North,North,Commercial,17.452266,78.502973,Crime,Fire Alert,High,Open,Police,56,3,2,2,165348,Police,No Streetlights,Yes,Open,Rain,Yes
1032,2024-12-28,08:35:00,2024,12,8,Friday,Banjara Hills,Road No 12,Central,Central,Residential,17.423667,78.465104,Public Complaint,Heart Attack,Critical,In Progress,GHMC,52,49,7,7,185483,Police,No Streetlights,No,Open,Cloudy,No
1033,2024-12-29,21:50:00,2024,12,21,Tuesday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.428721,78.471071,Disaster,Theft,Low,Open,Disaster Management,10,1,1,1,159148,Driver,No Streetlights,Yes,Open,Fog,Yes
1036,2025-01-11,19:35:00,2025,1,19,Sunday,Charminar,Old City Lane,South,South,Residential,17.355828,78.471974,Public Complaint,Theft,Critical,Open,GHMC,13,46,4,2,199100,Anonymous,Dim,Yes,Open,Heavy Rain,No
1037,2025-01-22,10:50:00,2025,1,10,Tuesday,Kukatpally,School Street,North,Central,School,17.471216,78.409128,Fire,Fire Alert,Medium,Open,Fire Department,33,19,9,7,55330,Family,No Streetlights,Yes,Open,Clear,Yes
1038,2025-02-02,04:05:00,2025,2,4,Tuesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.445967,78.441555,Medical Emergency,Heart Attack,High,Resolved,Ambulance,40,11,4,3,43446,Citizen,Dim,No,Open,Hot,Yes
1039,2025-02-13,17:20:00,2025,2,17,Thursday,LB Nagar,Metro Road,East,East,Commercial,17.335598,78.540489,Public Complaint,Flood,High,In Progress,GHMC,18,19,14,13,28162,Family,Daylight,Yes,Open,Clear,Yes
1040,2025-02-24,08:35:00,2025,2,8,Sunday,Nampally,Main Road,Central,Central,Commercial,17.39822,78.498634,Fire,Noise Complaint,High,Open,Fire Department,11,49,16,16,103098,Police,Daylight,Yes,Open,Hot,No
1041,2025-03-07,23:50:00,2025,3,23,Saturday,Tolichowki,Residential Area,South,South,Residential,17.399163,78.437575,Medical Emergency,Theft,Low,Resolved,Ambulance,47,49,5,1,123426,Citizen,Well-lit,Yes,Open,Heavy Rain,Yes
1042,2025-03-18,13:05:00,2025,3,13,Thursday,Hitech City,IT Park Road,West,West,Public Park,17.453247,78.378542,Public Complaint,Car Accident,Medium,Resolved,GHMC,59,19,8,8,20918,Police,Well-lit,Yes,Open,Clear,Yes
1043,2025-03-29,06:20:00,2025,3,6,Saturday,Medchal,Highway Road,North,North,Residential,17.569399,78.481795,Medical Emergency,Flood,High,In Progress,Ambulance,32,27,3,0,103970,Police,Well-lit,No,Open,Clear,Yes
1044,2025-04-09,19:35:00,2025,4,19,Thursday,Begumpet,Metro Road,North,Central,Residential,17.454021,78.4888,Accident,Fire Alert,Low,In Progress,Traffic Police,46,29,12,2,124076,Police,Well-lit,Yes,Open,Clear,No
1045,2025-04-20,10:50:00,2025,4,10,Monday,Shamshabad,Airport Road,South,South,Commercial,17.329247,78.419649,Public Complaint,Car Accident,Low,Open,GHMC,16,36,10,8,157817,Driver,Well-lit,Yes,Open,Hot,No
1046,2025-05-01,02:05:00,2025,5,2,Tuesday,Patancheru,Industrial Road,North,North,Industrial Area,17.513795,78.417048,Crime,Noise Complaint,Critical,In Progress,Police,37,35,13,1,117477,Anonymous,Well-lit,Yes,Open,Fog,Yes
1047,2025-05-12,15:20:00,2025,5,15,Monday,Shadnagar,Village Area,South,South,Village Area,17.29422,78.392711,Accident,Theft,Medium,Open,Traffic Police,8,10,3,3,166499,Family,Well-lit,No,Open,Cloudy,No
1048,2025-05-23,22:35:00,2025,5,22,Tuesday,Hayathnagar,School Street,East,East,School,17.394937,78.527521,Medical Emergency,Fire Alert,High,Resolved,Ambulance,30,29,2,0,4592,Neighbor,Well-lit,No,Open,Clear,No
1049,2025-06-03,11:50:00,2025,6,11,Thursday,Chevella,Agricultural Road,South,South,Residential,17.315162,78.420381,Crime,Noise Complaint,High,Open,Police,9,47,18,12,26417,Neighbor,Dim,No,Open,Hot,Yes
1050,2025-06-14,03:05:00,2025,6,3,Thursday,Madhapur,Road No 36,West,West,Commercial,17.457946,78.391751,Crime,Flood,Critical,In Progress,Police,39,32,9,7,162597,Neighbor,Dim,Yes,Open,Cloudy,No
1051,2025-06-25,18:20:00,2025,6,18,Saturday,Gachibowli,Lake View Road,West,West,Residential,17.444614,78.335264,Medical Emergency,Theft,Medium,In Progress,Ambulance,18,35,16,2,45086,Neighbor,Daylight,No,Open,Fog,No
1052,2025-07-06,09:35:00,2025,7,9,Tuesday,Secunderabad,Railway Station Road,North,North,Residential,17.452786,78.482031,Accident,Flood,High,Resolved,Traffic Police,49,28,7,4,112242,Neighbor,Well-lit,No,Open,Clear,No
1053,2025-07-17,22:50:00,2025,7,22,Wednesday,Banjara Hills,Road No 12,Central,Central,Commercial,17.427817,78.480928,Crime,Fire Alert,Critical,Open,Police,51,15,8,2,133091,Family,Dim,No,Open,Cloudy,Yes
1054,2025-07-28,14:05:00,2025,7,14,Saturday,Jubilee Hills,Metro Road,Central,Central,Residential,17.422365,78.447345,Crime,Car Accident,Medium,Open,Police,22,9,5,4,77689,Police,No Streetlights,No,Open,Clear,No
1055,2025-08-08,05:20:00,2025,8,5,Monday,Miyapur,Industrial Road,West,North,Industrial Area,17.496247,78.381881,Fire,Flood,High,Resolved,Fire Department,41,33,19,0,169359,Anonymous,Well-lit,Yes,Open,Clear,Yes
1056,2025-08-19,18:35:00,2025,8,18,Sunday,Uppal,Market Road,East,East,Commercial,17.404062,78.574156,Medical Emergency,Theft,Low,In Progress,Ambulance,23,39,17,6,75628,Citizen,No Streetlights,No,Open,Cloudy,No
1057,2025-08-30,11:50:00,2025,8,11,Friday,Charminar,Old City Lane,South,South,Residential,17.368831,78.468297,Crime,Theft,Medium,Resolved,Police,26,25,18,16,106909,Citizen,Daylight,Yes,Open,Rain,Yes
1058,2025-09-10,02:05:00,2025,9,2,Monday,Kukatpally,School Street,North,Central,School,17.489634,78.397936,Crime,Theft,High,In Progress,Police,24,7,5,4,10393,Anonymous,Well-lit,No,Open,Rain,No
1059,2025-09-21,15:20:00,2025,9,15,Sunday,Ameerpet,Hospital Road,Central,Central,Hospital,17.44035,78.445963,Disaster,Theft,High,Resolved,Disaster Management,52,25,20,20,148234,Anonymous,Dim,No,Open,Cloudy,Yes
1060,2025-10-02,08:35:00,2025,10,8,Saturday,LB Nagar,Metro Road,East,East,Residential,17.352538,78.539878,Disaster,Noise Complaint,Medium,In Progress,Disaster Management,15,36,9,6,164725,Police,Daylight,No,Open,Fog,Yes
1061,2025-10-13,21:50:00,2025,10,21,Saturday,Nampally,Main Road,Central,Central,Commercial,17.380111,78.476395,Public Complaint,Noise Complaint,Low,Open,GHMC,42,33,2,2,159241,Family,Daylight,No,Open,Fog,Yes
1062,2025-10-24,12:05:00,2025,10,12,Monday,Tolichowki,Residential Area,South,South,Residential,17.396227,78.412636,Disaster,Fire Alert,High,In Progress,Disaster Management,16,36,20,10,56496,Police,Well-lit,No,Open,Cloudy,Yes
1063,2025-11-04,03:20:00,2025,11,3,Monday,Hitech City,IT Park Road,West,West,Public Park,17.456829,78.371553,Disaster,Heart Attack,Medium,Open,Disaster Management,6,27,8,3,38073,Family,Dim,Yes,Open,Cloudy,No
1064,2025-11-15,18:35:00,2025,11,18,Friday,Medchal,Highway Road,North,North,Commercial,17.550407,78.496478,Disaster,Fire Alert,Critical,Resolved,Disaster Management,24,18,6,0,14470,Neighbor,Well-lit,No,Open,Clear,Yes
1065,2025-11-26,09:50:00,2025,11,9,Friday,Begumpet,Metro Road,North,Central,Residential,17.440887,78.478345,Medical Emergency,Theft,Critical,Open,Ambulance,60,25,17,2,105183,Driver,Dim,No,Open,Clear,No
1066,2025-12-07,01:05:00,2025,12,1,Monday,Shamshabad,Airport Road,South,South,Commercial,17.312024,78.438598,Accident,Fire Alert,Low,Resolved,Traffic Police,55,47,17,17,31117,Anonymous,No Streetlights,Yes,Open,Fog,Yes
1067,2025-12-18,16:20:00,2025,12,16,Sunday,Patancheru,Industrial Road,North,North,Industrial Area,17.521258,78.398752,Fire,Fire Alert,Critical,Open,Fire Department,52,7,0,0,85996,Family,Well-lit,Yes,Open,Clear,No
1068,2025-12-29,07:35:00,2025,12,7,Thursday,Shadnagar,Village Area,South,South,Village Area,17.298357,78.395026,Fire,Car Accident,Critical,In Progress,Fire Department,35,10,5,1,74869,Family,Well-lit,Yes,Open,Heavy Rain,Yes
1071,2022-01-13,23:20:00,2022,1,23,Friday,Madhapur,Road No 36,West,West,Commercial,17.448287,78.392245,Medical Emergency,Car Accident,Critical,Resolved,Ambulance,7,29,11,8,118769,Anonymous,Daylight,No,Open,Cloudy,No
1072,2022-01-24,12:35:00,2022,1,12,Friday,Gachibowli,Lake View Road,West,West,Commercial,17.439207,78.336266,Fire,Noise Complaint,High,Open,Fire Department,58,16,1,0,85477,Police,Well-lit,No,Open,Hot,No
1073,2022-02-04,03:50:00,2022,2,3,Thursday,Secunderabad,Railway Station Road,North,North,Commercial,17.434628,78.49336,Crime,Theft,High,Resolved,Police,48,1,0,0,160892,Citizen,No Streetlights,No,Open,Rain,No
1074,2022-02-15,19:05:00,2022,2,19,Thursday,Banjara Hills,Road No 12,Central,Central,Commercial,17.429176,78.465486,Public Complaint,Noise Complaint,High,In Progress,GHMC,50,17,13,5,102668,Family,Daylight,Yes,Open,Hot,Yes
1075,2022-02-26,10:20:00,2022,2,10,Saturday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.441823,78.469285,Medical Emergency,Flood,Critical,Resolved,Ambulance,41,27,1,1,76990,Neighbor,No Streetlights,No,Open,Hot,Yes
1076,2022-03-09,01:35:00,2022,3,1,Monday,Miyapur,Industrial Road,West,North,Industrial Area,17.491133,78.383195,Medical Emergency,Theft,Low,Open,Ambulance,6,42,11,4,11950,Neighbor,Well-lit,Yes,Open,Clear,Yes
1077,2022-03-20,16:50:00,2022,3,16,Wednesday,Uppal,Market Road,East,East,Commercial,17.429186,78.56943,Fire,Noise Complaint,Critical,Resolved,Fire Department,56,36,6,6,75760,Driver,Well-lit,No,Open,Hot,Yes
1078,2022-03-31,09:05:00,2022,3,9,Monday,Charminar,Old City Lane,South,South,Commercial,17.359909,78.487151,Crime,Flood,Medium,In Progress,Police,60,43,13,0,45182,Driver,Dim,No,Open,Hot,Yes
1079,2022-04-11,22:20:00,2022,4,22,Thursday,Kukatpally,School Street,North,Central,School,17.480451,78.400602,Public Complaint,Car Accident,Critical,Open,GHMC,56,30,11,2,175894,Neighbor,Daylight,Yes,Open,Heavy Rain,Yes
1080,2022-04-22,11:35:00,2022,4,11,Monday,Ameerpet,Hospital Road,Central,Central,Hospital,17.432886,78.456147,Accident,Heart Attack,High,In Progress,Traffic Police,56,8,5,5,106732,Driver,No Streetlights,No,Open,Fog,No
1081,2022-05-03,02:50:00,2022,5,2,Monday,LB Nagar,Metro Road,East,East,Commercial,17.338743,78.541292,Medical Emergency,Flood,Medium,Resolved,Ambulance,42,40,13,3,126581,Citizen,No Streetlights,No,Open,Rain,Yes
1082,2022-05-14,16:05:00,2022,5,16,Friday,Nampally,Main Road,Central,Central,Residential,17.392463,78.472008,Medical Emergency,Noise Complaint,Low,Open,Ambulance,15,35,5,4,149577,Neighbor,No Streetlights,Yes,Open,Cloudy,No
1083,2022-05-25,07:20:00,2022,5,7,Friday,Tolichowki,Residential Area,South,South,Commercial,17.400026,78.414267,Disaster,Theft,Medium,In Progress,Disaster Management,23,11,2,1,128958,Driver,Daylight,Yes,Open,Hot,Yes
1084,2022-06-05,22:35:00,2022,6,22,Tuesday,Hitech City,IT Park Road,West,West,Public Park,17.446403,78.387566,Public Complaint,Noise Complaint,Critical,Resolved,GHMC,9,48,6,2,152575,Police,Dim,Yes,Open,Rain,No
1085,2022-06-16,13:50:00,2022,6,13,Saturday,Medchal,Highway Road,North,North,Residential,17.576671,78.499368,Fire,Theft,High,In Progress,Fire Department,26,11,4,3,196085,Neighbor,Daylight,Yes,Open,Fog,No
1086,2022-06-27,05:05:00,2022,6,5,Wednesday,Begumpet,Metro Road,North,Central,Residential,17.443539,78.490754,Accident,Noise Complaint,Critical,Resolved,Traffic Police,41,35,15,7,48460,Police,No Streetlights,Yes,Open,Rain,Yes
1087,2022-07-08,20:20:00,2022,7,20,Friday,Shamshabad,Airport Road,South,South,Residential,17.33505,78.437031,Crime,Flood,High,Resolved,Police,49,46,16,13,139210,Driver,Daylight,No,Open,Fog,Yes
1088,2022-07-19,11:35:00,2022,7,11,Saturday,Patancheru,Industrial Road,North,North,Industrial Area,17.535066,78.426213,Medical Emergency,Noise Complaint,High,Resolved,Ambulance,45,22,12,11,159409,Driver,Dim,No,Open,Fog,No
1089,2022-07-30,02:50:00,2022,7,2,Saturday,Shadnagar,Village Area,South,South,Village Area,17.296243,78.409756,Disaster,Theft,High,In Progress,Disaster Management,53,6,6,5,62935,Police,No Streetlights,No,Open,Clear,No
1090,2022-08-10,16:05:00,2022,8,16,Sunday,Hayathnagar,School Street,East,East,School,17.395848,78.518932,Public Complaint,Fire Alert,Medium,In Progress,GHMC,23,9,1,1,190452,Anonymous,Daylight,No,Open,Cloudy,No
1091,2022-08-21,09:20:00,2022,8,9,Monday,Chevella,Agricultural Road,South,South,Commercial,17.30187,78.434329,Medical Emergency,Car Accident,Low,In Progress,Ambulance,49,23,18,8,10344,Family,Dim,Yes,Open,Clear,No
1093,2022-09-12,15:50:00,2022,9,15,Monday,Gachibowli,Lake View Road,West,West,Residential,17.424735,78.344799,Disaster,Flood,Low,Resolved,Disaster Management,17,45,10,10,64167,Neighbor,Well-lit,Yes,Open,Hot,Yes
1094,2022-09-23,08:05:00,2022,9,8,Saturday,Secunderabad,Railway Station Road,North,North,Residential,17.431464,78.490051,Medical Emergency,Flood,High,In Progress,Ambulance,33,12,3,3,31004,Anonymous,Daylight,No,Open,Hot,No
1095,2022-10-04,21:20:00,2022,10,21,Thursday,Banjara Hills,Road No 12,Central,Central,Residential,17.422846,78.477143,Disaster,Car Accident,High,Open,Disaster Management,55,26,16,8,149172,Driver,Dim,No,Open,Heavy Rain,No
1096,2022-10-15,12:35:00,2022,10,12,Sunday,Jubilee Hills,Metro Road,Central,Central,Residential,17.420579,78.45856,Disaster,Heart Attack,Critical,In Progress,Disaster Management,20,47,16,1,105034,Anonymous,Well-lit,Yes,Open,Rain,No
1097,2022-10-26,05:50:00,2022,10,5,Saturday,Miyapur,Industrial Road,West,North,Industrial Area,17.513064,78.391287,Crime,Fire Alert,High,Resolved,Police,54,46,13,1,194328,Neighbor,Daylight,No,Open,Hot,No
1098,2022-11-06,19:05:00,2022,11,19,Thursday,Uppal,Market Road,East,East,Commercial,17.406822,78.547363,Disaster,Noise Complaint,Low,Resolved,Disaster Management,35,23,7,2,184744,Citizen,No Streetlights,No,Open,Fog,No
1099,2022-11-17,10:20:00,2022,11,10,Friday,Charminar,Old City Lane,South,South,Residential,17.363759,78.465691,Accident,Noise Complaint,Medium,Open,Traffic Police,41,49,13,8,121959,Anonymous,Well-lit,Yes,Open,Fog,No
1100,2022-11-28,03:35:00,2022,11,3,Thursday,Kukatpally,School Street,North,Central,School,17.471379,78.406206,Accident,Fire Alert,High,In Progress,Traffic Police,25,39,9,2,23888,Anonymous,No Streetlights,No,Open,Rain,No
1101,2022-12-09,16:50:00,2022,12,16,Monday,Ameerpet,Hospital Road,Central,Central,Hospital,17.43303,78.452973,Crime,Flood,Medium,In Progress,Police,10,31,14,9,110635,Driver,Daylight,No,Open,Hot,No
1102,2022-12-20,07:05:00,2022,12,7,Wednesday,LB Nagar,Metro Road,East,East,Residential,17.337496,78.549911,Accident,Fire Alert,Critical,Open,Traffic Police,39,12,0,0,62917,Driver,No Streetlights,No,Open,Cloudy,No
1103,2022-12-31,22:20:00,2022,12,22,Monday,Nampally,Main Road,Central,Central,Commercial,17.385265,78.488712,Public Complaint,Flood,Critical,Open,GHMC,5,50,19,0,174764,Family,Daylight,Yes,Open,Heavy Rain,Yes
1104,2023-01-11,11:35:00,2023,1,11,Sunday,Tolichowki,Residential Area,South,South,Residential,17.380273,78.414129,Crime,Flood,High,In Progress,Police,5,30,16,6,71793,Anonymous,Daylight,No,Open,Cloudy,No
1105,2023-01-22,02:50:00,2023,1,2,Friday,Hitech City,IT Park Road,West,West,Public Park,17.452268,78.363958,Fire,Heart Attack,High,In Progress,Fire Department,53,6,5,3,149086,Family,Well-lit,No,Open,Hot,No
